lexId,language,speech,nameType,lexSet,lexText,gloss,freqLex,rankLex
1437567,hbo,prep,,,בְּ,in,15542,3
1437568,hbo,subs,,,רֵאשִׁית,beginning,51,706
1437569,hbo,verb,,,ברא,create,48,745
1437570,hbo,subs,,,אֱלֹהִים,god(s),2601,18
1437571,hbo,prep,,,אֵת,<object marker>,10989,4
1437572,hbo,art,,,הַ,the,30386,1
1437573,hbo,subs,,,שָׁמַיִם,heavens,421,122
1437574,hbo,conj,,,וְ,and,50272,0
1437575,hbo,subs,,,אֶרֶץ,earth,2504,22
1437576,hbo,verb,,vbcp,היה,be,3561,15
1437577,hbo,subs,,,תֹּהוּ,emptiness,20,1454
1437578,hbo,subs,,,בֹּהוּ,emptiness,3,3915
1437579,hbo,subs,,,חֹשֶׁךְ,darkness,80,490
1437580,hbo,prep,,,עַל,upon,5766,7
1437581,hbo,subs,,,פָּנֶה,face,2127,25
1437582,hbo,subs,,,תְּהֹום,primeval ocean,36,960
1437583,hbo,subs,,,רוּחַ,wind,378,134
1437584,hbo,verb,,,רחף,shake,3,3915
1437585,hbo,subs,,,מַיִם,water,582,87
1437586,hbo,verb,,quot,אמר,say,5307,11
1437587,hbo,subs,,,אֹור,light,115,380
1437588,hbo,verb,,,ראה,see,1298,33
1437589,hbo,conj,,,כִּי,that,4483,14
1437590,hbo,verb,,,טוב,be good,44,806
1437591,hbo,verb,,,בדל,separate,42,847
1437592,hbo,subs,,ppre,בַּיִן,interval,407,126
1437593,hbo,verb,,,קרא,call,732,72
1437594,hbo,prep,,,לְ,to,20069,2
1437595,hbo,subs,,padv,יֹום,day,2304,23
1437596,hbo,subs,,padv,לַיְלָה,night,227,210
1437597,hbo,subs,,padv,עֶרֶב,evening,134,336
1437598,hbo,subs,,padv,בֹּקֶר,morning,214,225
1437599,hbo,subs,,card,אֶחָד,one,970,47
1437600,hbo,subs,,,רָקִיעַ,firmament,17,1596
1437601,hbo,subs,,,תָּוֶךְ,midst,418,124
1437602,hbo,verb,,,עשׂה,make,2629,17
1437603,hbo,conj,,,אֲשֶׁר,<relative>,5500,9
1437604,hbo,prep,,,מִן,from,7562,5
1437605,hbo,subs,,ppre,תַּחַת,under part,505,99
1437606,hbo,advb,,afad,כֵּן,thus,546,95
1437607,hbo,adjv,,ordn,שֵׁנִי,second,156,293
1437608,hbo,verb,,,קוה,collect,2,4540
1437609,hbo,prep,,,אֶל,to,5517,8
1437610,hbo,subs,,,מָקֹום,place,401,130
1437611,hbo,subs,,,יַבָּשָׁה,dry land,14,1828
1437612,hbo,subs,,,מִקְוֶה,collection,5,3122
1437613,hbo,subs,,,יָם,sea,396,132
1437614,hbo,verb,,,דשׁא,grow green,2,4540
1437615,hbo,subs,,,דֶּשֶׁא,young grass,14,1828
1437616,hbo,subs,,,עֵשֶׂב,herb,33,1030
1437617,hbo,verb,,,זרע,sow,56,657
1437618,hbo,subs,,,זֶרַע,seed,229,209
1437619,hbo,subs,,,עֵץ,tree,330,151
1437620,hbo,subs,,,פְּרִי,fruit,119,366
1437621,hbo,subs,,,מִין,kind,31,1080
1437622,hbo,verb,,,יצא,go out,1068,42
1437623,hbo,adjv,,ordn,שְׁלִישִׁי,third,83,478
1437624,hbo,subs,,,מָאֹור,lamp,19,1487
1437625,hbo,subs,,,אֹות,sign,79,500
1437626,hbo,subs,,,מֹועֵד,appointment,223,216
1437627,hbo,subs,,,שָׁנָה,year,876,52
1437628,hbo,verb,,,אור,be light,49,723
1437629,hbo,subs,,card,שְׁנַיִם,two,768,65
1437630,hbo,adjv,,,גָּדֹול,great,526,96
1437631,hbo,subs,,,מֶמְשֶׁלֶת,dominion,14,1828
1437632,hbo,adjv,,,קָטֹן,small,54,674
1437633,hbo,subs,,,כֹּוכָב,star,37,940
1437634,hbo,verb,,,נתן,give,2010,27
1437635,hbo,verb,,,משׁל,rule,80,490
1437636,hbo,adjv,,ordn,רְבִיעִי,fourth,56,657
1437637,hbo,verb,,,שׁרץ,swarm,14,1828
1437638,hbo,subs,,,שֶׁרֶץ,swarming creatures,15,1762
1437639,hbo,subs,,,נֶפֶשׁ,soul,754,67
1437640,hbo,adjv,,,חַי,alive,239,201
1437641,hbo,subs,,,עֹוף,birds,71,555
1437642,hbo,verb,,,עוף,fly,24,1286
1437643,hbo,subs,,,תַּנִּין,sea-monster,12,2014
1437644,hbo,subs,,nmdi,כֹּל,whole,5412,10
1437645,hbo,verb,,,רמשׂ,creep,17,1596
1437646,hbo,subs,,,כָּנָף,wing,109,396
1437647,hbo,verb,,,ברך,bless,327,152
1437648,hbo,verb,,,פרה,be fertile,27,1184
1437649,hbo,verb,,,רבה,be many,224,214
1437650,hbo,verb,,,מלא,be full,292,168
1437651,hbo,adjv,,ordn,חֲמִישִׁי,fifth,34,1004
1437652,hbo,subs,,,בְּהֵמָה,cattle,190,249
1437653,hbo,subs,,,רֶמֶשׂ,creeping animals,17,1596
1437654,hbo,subs,,,חַיָּה,wild animal,100,423
1437655,hbo,subs,,,אֲדָמָה,soil,223,216
1437656,hbo,subs,,,אָדָם,"human, mankind",553,93
1437657,hbo,subs,,,צֶלֶם,image,17,1596
1437658,hbo,prep,,,כְּ,as,2902,16
1437659,hbo,subs,,,דְּמוּת,likeness,25,1239
1437660,hbo,verb,,,רדה,"tread, to rule",25,1239
1437661,hbo,subs,,,דָּגָה,fish,15,1762
1437662,hbo,adjv,,,זָכָר,male,82,482
1437663,hbo,subs,,,נְקֵבָה,female,22,1353
1437664,hbo,verb,,,כבשׁ,subdue,14,1828
1437665,hbo,intj,,,הִנֵּה,behold,1060,44
1437666,hbo,subs,,,אָכְלָה,food,18,1543
1437667,hbo,subs,,,יֶרֶק,greens,6,2866
1437668,hbo,adjv,,,טֹוב,good,469,110
1437669,hbo,subs,,padv,מְאֹד,might,300,162
1437670,hbo,adjv,,ordn,שִׁשִּׁי,sixth,28,1155
1437671,hbo,verb,,,כלה,be complete,206,236
1437672,hbo,subs,,,צָבָא,service,486,108
1437673,hbo,adjv,,ordn,שְׁבִיעִי,seventh,98,428
1437674,hbo,subs,,,מְלֶאכֶת,work,62,605
1437675,hbo,verb,,,שׁבת,cease,71,555
1437676,hbo,verb,,,קדשׁ,be holy,171,269
1437677,hbo,prde,,,אֵלֶּה,these,746,70
1437678,hbo,subs,,,תֹּולֵדֹות,generations,39,900
1437679,hbo,nmpr,pers,,יְהוָה,YHWH,6828,6
1437680,hbo,subs,,,שִׂיחַ,shrub,4,3479
1437681,hbo,subs,,,שָׂדֶה,open field,320,154
1437682,hbo,subs,,ppre,טֶרֶם,beginning,56,657
1437683,hbo,verb,,,צמח,sprout,33,1030
1437684,hbo,nega,,,לֹא,not,5167,12
1437685,hbo,verb,,,מטר,rain,17,1596
1437686,hbo,subs,,nmcp,אַיִן,<NEG>,788,62
1437687,hbo,verb,,,עבד,"work, serve",288,172
1437688,hbo,subs,,,אֵד,<uncertain>,2,4540
1437689,hbo,verb,,,עלה,ascend,890,50
1437690,hbo,verb,,,שׁקה,give drink,68,573
1437691,hbo,verb,,,יצר,shape,45,792
1437692,hbo,subs,,,עָפָר,dust,110,395
1437693,hbo,verb,,,נפח,blow,12,2014
1437694,hbo,subs,,,אַף,nose,277,182
1437695,hbo,subs,,,נְשָׁמָה,breath,25,1239
1437696,hbo,subs,,,חַיִּים,life,148,304
1437697,hbo,verb,,,נטע,plant,58,635
1437698,hbo,subs,,,גַּן,garden,41,863
1437699,hbo,nmpr,topo,,עֵדֶן,Eden,14,1828
1437700,hbo,subs,,padv,קֶדֶם,front,87,464
1437701,hbo,verb,,,שׂים,put,583,86
1437702,hbo,advb,,,שָׁם,there,834,58
1437703,hbo,verb,,,חמד,desire,21,1403
1437704,hbo,subs,,,מַרְאֶה,sight,103,415
1437705,hbo,subs,,,מַאֲכָל,food,30,1106
1437706,hbo,subs,,,דַּעַת,knowledge,93,443
1437707,hbo,adjv,,,רַע,evil,347,144
1437708,hbo,subs,,,נָהָר,stream,119,366
1437709,hbo,verb,,,פרד,divide,26,1214
1437710,hbo,subs,,card,אַרְבַּע,four,454,113
1437711,hbo,subs,,,רֹאשׁ,head,599,84
1437712,hbo,subs,,,שֵׁם,name,864,55
1437713,hbo,nmpr,topo,,פִּישֹׁון,Pishon,1,5715
1437714,hbo,prps,ppde,,הוּא,he,1394,32
1437715,hbo,verb,,,סבב,turn,161,287
1437716,hbo,nmpr,topo,,חֲוִילָה,Havilah,7,2659
1437717,hbo,subs,,,זָהָב,gold,389,133
1437718,hbo,prps,ppde,,הִיא,she,485,109
1437719,hbo,subs,,,בְּדֹלַח,bdellium-gum,2,4540
1437720,hbo,subs,,,אֶבֶן,stone,273,186
1437721,hbo,subs,,,שֹׁהַם,carnelian,11,2114
1437722,hbo,nmpr,topo,,גִּיחֹון,Gihon,6,2866
1437723,hbo,nmpr,topo,,כּוּשׁ,Cush,25,1239
1437724,hbo,nmpr,topo,,חִדֶּקֶל,Tigris,2,4540
1437725,hbo,verb,,,הלך,walk,1547,30
1437726,hbo,subs,,ppre,קִדְמָה,front,4,3479
1437727,hbo,nmpr,topo,,אַשּׁוּר,Asshur,151,299
1437728,hbo,nmpr,topo,,פְּרָת,Euphrates,19,1487
1437729,hbo,verb,,,לקח,take,965,48
1437730,hbo,verb,,,נוח,settle,141,318
1437731,hbo,verb,,,שׁמר,keep,468,112
1437732,hbo,verb,,,צוה,command,494,103
1437733,hbo,verb,,,אכל,eat,810,60
1437734,hbo,verb,,,מות,die,835,57
1437735,hbo,subs,,,בַּד,"linen, part, stave",225,212
1437736,hbo,subs,,,עֵזֶר,"help, helper",21,1403
1437737,hbo,subs,,ppre,נֶגֶד,counterpart,151,299
1437738,hbo,verb,,,בוא,come,2570,19
1437739,hbo,prin,,,מָה,what,573,90
1437740,hbo,verb,,,מצא,find,453,114
1437741,hbo,verb,,,נפל,fall,434,117
1437742,hbo,subs,,,תַּרְדֵּמָה,sleep,7,2659
1437743,hbo,verb,,,ישׁן,sleep,16,1679
1437744,hbo,subs,,,צֵלָע,side,40,886
1437745,hbo,verb,,,סגר,close,83,478
1437746,hbo,subs,,,בָּשָׂר,flesh,270,188
1437747,hbo,verb,,,בנה,build,376,137
1437748,hbo,subs,,nmdi,אִשָּׁה,woman,781,63
1437749,hbo,prde,,,זֹאת,this,604,81
1437750,hbo,subs,,,פַּעַם,foot,118,371
1437751,hbo,subs,,,עֶצֶם,bone,123,360
1437752,hbo,subs,,nmdi,אִישׁ,man,2186,24
1437753,hbo,verb,,,עזב,leave,214,225
1437754,hbo,subs,,,אָב,father,1217,35
1437755,hbo,subs,,,אֵם,mother,220,219
1437756,hbo,verb,,,דבק,"cling, cleave to",54,674
1437757,hbo,adjv,,,עָרֹום,naked,16,1679
1437758,hbo,verb,,,בושׁ,be ashamed,109,396
1437759,hbo,subs,,,נָחָשׁ,serpent,31,1080
1437760,hbo,adjv,,,עָרוּם,shrewd,11,2114
1437761,hbo,advb,,focp,אַף,even,133,342
1437762,hbo,verb,,,נגע,touch,150,301
1437763,hbo,conj,,,פֶּן,lest,133,342
1437764,hbo,verb,,,ידע,know,944,49
1437765,hbo,verb,,,פקח,open,20,1454
1437766,hbo,subs,,,עַיִן,eye,887,51
1437767,hbo,subs,,,תַּאֲוָה,desire,21,1403
1437768,hbo,verb,,,שׂכל,prosper,61,612
1437769,hbo,advb,,focp,גַּם,even,769,64
1437770,hbo,prep,,,עִם,with,1049,45
1437771,hbo,adjv,,,עֵירֹם,naked,10,2230
1437772,hbo,prps,ppde,,הֵם,they,269,190
1437773,hbo,verb,,,תפר,sew,4,3479
1437774,hbo,subs,,,עָלֶה,leafage,18,1543
1437775,hbo,subs,,,תְּאֵנָה,fig,39,900
1437776,hbo,subs,,,חֲגֹורָה,girdle,5,3122
1437777,hbo,verb,,,שׁמע,hear,1159,37
1437778,hbo,subs,,,קֹול,sound,505,99
1437779,hbo,verb,,,חבא,hide,34,1004
1437780,hbo,inrg,,,אֵי,where,39,900
1437781,hbo,verb,,,ירא,fear,332,150
1437782,hbo,prps,,,אָנֹכִי,i,359,142
1437783,hbo,prin,,,מִי,who,423,120
1437784,hbo,verb,,,נגד,report,370,140
1437785,hbo,prps,,,אַתָּה,you,747,69
1437786,hbo,inrg,,ques,הֲ,<interrogative>,743,71
1437787,hbo,subs,,ppre,בֵּלֶת,failure,112,390
1437788,hbo,subs,,ppre,עִמָּד,company,45,792
1437789,hbo,verb,,,נשׁא,beguile,16,1679
1437790,hbo,verb,,,ארר,curse,63,598
1437791,hbo,subs,,,גָּחֹון,belly,2,4540
1437792,hbo,subs,,,אֵיבָה,enmity,5,3122
1437793,hbo,verb,,,שׁית,put,85,473
1437794,hbo,verb,,,שׁוף,bruise,1,5715
1437795,hbo,verb,,,שׁוף,snatch,3,3915
1437796,hbo,subs,,,עָקֵב,heel,14,1828
1437797,hbo,subs,,,עִצָּבֹון,pain,3,3915
1437798,hbo,subs,,,הֵרֹון,pregnancy,1,5715
1437799,hbo,subs,,,עֶצֶב,pain,6,2866
1437800,hbo,verb,,,ילד,bear,492,104
1437801,hbo,subs,,,בֵּן,son,4937,13
1437802,hbo,subs,,,תְּשׁוּקָה,impulse,3,3915
1437803,hbo,subs,,,עֲבוּר,way,49,723
1437804,hbo,subs,,,קֹוץ,thorn-bush,11,2114
1437805,hbo,subs,,,דַּרְדַּר,thistles,2,4540
1437806,hbo,subs,,,זֵעָה,sweat,1,5715
1437807,hbo,subs,,,לֶחֶם,bread,298,163
1437808,hbo,prep,,,עַד,unto,1263,34
1437809,hbo,verb,,,שׁוב,return,1038,46
1437810,hbo,nmpr,pers,,חַוָּה,Eve,2,4540
1437811,hbo,subs,,,כֻּתֹּנֶת,tunic,29,1134
1437812,hbo,subs,,,עֹור,skin,99,426
1437813,hbo,verb,,,לבשׁ,clothe,97,429
1437814,hbo,intj,,,הֵן,behold,99,426
1437815,hbo,advb,,,עַתָּה,now,433,118
1437816,hbo,verb,,,שׁלח,send,847,56
1437817,hbo,subs,,,יָד,hand,1618,29
1437818,hbo,verb,,,חיה,be alive,283,178
1437819,hbo,subs,,,עֹולָם,eternity,438,115
1437820,hbo,verb,,,גרשׁ,drive out,47,761
1437821,hbo,verb,,,שׁכן,dwell,129,349
1437822,hbo,subs,,,כְּרוּב,cherub,91,454
1437823,hbo,subs,,,לַהַט,flame,1,5715
1437824,hbo,subs,,,חֶרֶב,dagger,412,125
1437825,hbo,verb,,,הפך,turn,94,438
1437826,hbo,subs,,ppre,דֶּרֶךְ,way,706,75
1437827,hbo,verb,,,הרה,be pregnant,43,821
1437828,hbo,nmpr,pers,,קַיִן,Kain,16,1679
1437829,hbo,verb,,,קנה,create,6,2866
1437830,hbo,prep,,,אֵת,together with,876,52
1437831,hbo,verb,,,יסף,add,212,232
1437832,hbo,subs,,nmdi,אָח,brother,629,79
1437833,hbo,nmpr,pers,,הֶבֶל,Abel,8,2471
1437834,hbo,verb,,,רעה,pasture,168,275
1437835,hbo,subs,,,צֹאן,cattle,274,183
1437836,hbo,subs,,,קֵץ,end,67,575
1437837,hbo,subs,,,מִנְחָה,present,211,234
1437838,hbo,subs,,,בְּכֹר,first-born,122,362
1437839,hbo,subs,,,חֵלֶב,fat,92,449
1437840,hbo,verb,,,שׁעה,look,15,1762
1437841,hbo,verb,,,חרה,be hot,92,449
1437842,hbo,inrg,,,לָמָה,why,178,266
1437843,hbo,conj,,,אִם,if,1068,42
1437844,hbo,verb,,,יטב,be good,117,373
1437845,hbo,subs,,,שְׂאֵת,uprising,7,2659
1437846,hbo,subs,,,פֶּתַח,opening,164,280
1437847,hbo,subs,,,חַטָּאת,sin,293,166
1437848,hbo,verb,,,רבץ,lie down,30,1106
1437849,hbo,verb,,,קום,arise,629,79
1437850,hbo,verb,,,הרג,kill,167,276
1437851,hbo,subs,,,דָּם,blood,360,141
1437852,hbo,verb,,,צעק,cry,55,668
1437853,hbo,verb,,,פצה,open,15,1762
1437854,hbo,subs,,,פֶּה,mouth,498,102
1437855,hbo,subs,,,כֹּחַ,strength,125,354
1437856,hbo,verb,,,נוע,quiver,40,886
1437857,hbo,verb,,,נוד,waver,25,1239
1437858,hbo,subs,,,עָוֹן,sin,231,206
1437859,hbo,verb,,,נשׂא,lift,653,77
1437860,hbo,verb,,,סתר,hide,81,487
1437861,hbo,advb,,cjad,לָכֵן,therefore,200,243
1437862,hbo,subs,,card,שֶׁבַע,seven,490,106
1437863,hbo,verb,,,נקם,avenge,35,986
1437864,hbo,verb,,,נכה,strike,500,101
1437865,hbo,verb,,,ישׁב,sit,1082,40
1437866,hbo,nmpr,topo,,נֹוד,Nod,1,5715
1437867,hbo,nmpr,pers,,חֲנֹוךְ,Henoch,15,1762
1437868,hbo,subs,,,עִיר,town,1090,39
1437869,hbo,nmpr,topo,,חֲנֹוךְ,Enoch,1,5715
1437870,hbo,nmpr,pers,,עִירָד,Irad,2,4540
1437871,hbo,nmpr,pers,,מְחוּיָאֵל,Mehujael,1,5715
1437872,hbo,nmpr,pers,,מְחִיּיָאֵל,Mehujael,1,5715
1437873,hbo,nmpr,pers,,מְתוּשָׁאֵל,Methushael,2,4540
1437874,hbo,nmpr,pers,,לֶמֶךְ,Lamech,11,2114
1437875,hbo,nmpr,pers,,עָדָה,Adah,8,2471
1437876,hbo,nmpr,pers,,צִלָּה,Zillah,3,3915
1437877,hbo,nmpr,pers,,יָבָל,Jabal,1,5715
1437878,hbo,subs,,,אֹהֶל,tent,345,147
1437879,hbo,subs,,,מִקְנֶה,purchase,76,518
1437880,hbo,nmpr,pers,,יוּבָל,Jubal,1,5715
1437881,hbo,verb,,,תפשׂ,seize,65,586
1437882,hbo,subs,,,כִּנֹּור,cither,42,847
1437883,hbo,subs,,,עוּגָב,flute,4,3479
1437884,hbo,nmpr,pers,,תּוּבַל קַיִן,Tubal-Cain,2,4540
1437885,hbo,verb,,,לטשׁ,sharpen,5,3122
1437886,hbo,verb,,,חרשׁ,plough,27,1184
1437887,hbo,subs,,,נְחֹשֶׁת,bronze,139,324
1437888,hbo,subs,,,בַּרְזֶל,iron,76,518
1437889,hbo,subs,,nmdi,אָחֹות,sister,114,385
1437890,hbo,nmpr,pers,,נַעֲמָה,Naamah,4,3479
1437891,hbo,verb,,,אזן,listen,41,863
1437892,hbo,subs,,,אִמְרָה,word,37,940
1437893,hbo,subs,,,פֶּצַע,bruise,8,2471
1437894,hbo,subs,,,יֶלֶד,boy,89,460
1437895,hbo,subs,,,חַבּוּרָה,bruise,7,2659
1437896,hbo,nmpr,pers,,אָדָם,Adam,8,2471
1437897,hbo,subs,,padv,עֹוד,duration,490,106
1437898,hbo,nmpr,pers,,שֵׁת,Seth,8,2471
1437899,hbo,adjv,,,אַחֵר,other,166,277
1437900,hbo,nmpr,pers,,אֱנֹושׁ,Enosh,7,2659
1437901,hbo,advb,,,אָז,then,141,318
1437902,hbo,verb,,,חלל,defile,134,336
1437903,hbo,prde,,,זֶה,this,1177,36
1437904,hbo,subs,,,סֵפֶר,letter,185,257
1437905,hbo,subs,,card,שָׁלֹשׁ,three,602,82
1437906,hbo,subs,,card,מֵאָה,hundred,579,88
1437907,hbo,subs,,ppre,אַחַר,after,715,74
1437908,hbo,subs,,card,שְׁמֹנֶה,eight,147,305
1437909,hbo,subs,,,בַּת,daughter,588,85
1437910,hbo,subs,,card,תֵּשַׁע,nine,78,505
1437911,hbo,subs,,card,חָמֵשׁ,five,506,98
1437912,hbo,subs,,card,עֶשְׂרֵה,-teen,134,336
1437913,hbo,nmpr,pers,,קֵינָן,Kenan,6,2866
1437914,hbo,nmpr,pers,,מַהֲלַלְאֵל,Mahalalel,7,2659
1437915,hbo,subs,,card,עֶשֶׂר,ten,56,657
1437916,hbo,subs,,card,שֵׁשׁ,six,274,183
1437917,hbo,nmpr,pers,,יֶרֶד,Jered,7,2659
1437918,hbo,nmpr,pers,,מְתוּשֶׁלַח,Methuselah,6,2866
1437919,hbo,nmpr,pers,,נֹחַ,Noah,46,776
1437920,hbo,verb,,,נחם,"repent, console",108,401
1437921,hbo,subs,,,מַעֲשֶׂה,deed,235,204
1437922,hbo,nmpr,pers,,שֵׁם,Shem,17,1596
1437923,hbo,nmpr,"pers,gens",,חָם,Ham,16,1679
1437924,hbo,nmpr,pers,,יֶפֶת,Japheth,11,2114
1437925,hbo,verb,,,רבב,be much,23,1317
1437926,hbo,prps,ppde,,הֵנָּה,they,48,745
1437927,hbo,verb,,,בחר,examine,169,274
1437928,hbo,verb,,,דון,<uncertain>,1,5715
1437929,hbo,conj,,,שַׁ,<relative>,138,328
1437930,hbo,subs,,card,עֶשְׂרִים,twenty,315,157
1437931,hbo,subs,,,נְפִילִים,giants,3,3915
1437932,hbo,prps,ppde,,הֵמָּה,they,291,170
1437933,hbo,subs,,,גִּבֹּור,vigorous,159,290
1437934,hbo,adjv,,,רַב,much,429,119
1437935,hbo,subs,,,רָעָה,evil,313,159
1437936,hbo,subs,,,יֵצֶר,form,9,2329
1437937,hbo,subs,,,מַחֲשָׁבָה,thought,49,723
1437938,hbo,subs,,,לֵב,heart,601,83
1437939,hbo,advb,,focp,רַק,only,109,396
1437940,hbo,verb,,,עצב,hurt,15,1762
1437941,hbo,verb,,,מחה,wipe,34,1004
1437942,hbo,subs,,,חֵן,grace,69,567
1437943,hbo,adjv,,,צַדִּיק,just,206,236
1437944,hbo,adjv,,,תָּמִים,complete,91,454
1437945,hbo,subs,,,דֹּור,generation,166,277
1437946,hbo,verb,,,שׁחת,destroy,145,311
1437947,hbo,subs,,,חָמָס,violence,60,621
1437948,hbo,subs,,,תֵּבָה,ark,26,1214
1437949,hbo,subs,,,גֹּפֶר,gopher,1,5715
1437950,hbo,subs,,,קֵן,nest,13,1916
1437951,hbo,verb,,,כפר,cover,102,419
1437952,hbo,subs,,,בַּיִת,house,2063,26
1437953,hbo,subs,,,חוּץ,outside,164,280
1437954,hbo,subs,,,כֹּפֶר,cover,1,5715
1437955,hbo,subs,,,אַמָּה,cubit,247,195
1437956,hbo,subs,,,אֹרֶךְ,length,95,436
1437957,hbo,subs,,,רֹחַב,breadth,101,420
1437958,hbo,subs,,,קֹומָה,height,45,792
1437959,hbo,subs,,,צֹהַר,roof,1,5715
1437960,hbo,subs,,,מַעַל,top,140,321
1437961,hbo,subs,,,צַד,side,32,1051
1437962,hbo,adjv,,,תַּחְתִּי,lower,19,1487
1437963,hbo,prps,,,אֲנִי,i,874,54
1437964,hbo,subs,,,מַבּוּל,deluge,13,1916
1437965,hbo,verb,,,גוע,expire,24,1286
1437966,hbo,subs,,,בְּרִית,covenant,284,176
1437967,hbo,verb,,,אסף,gather,204,239
1437968,hbo,adjv,,,טָהֹר,pure,96,433
1437969,hbo,subs,,,יְקוּם,substance,3,3915
1437970,hbo,subs,,,חֹדֶשׁ,month,284,176
1437971,hbo,subs,,card,עָשָׂר,-teen,203,240
1437972,hbo,verb,,,בקע,split,51,706
1437973,hbo,subs,,,מַעְיָן,well,23,1317
1437974,hbo,subs,,,אֲרֻבָּה,hole,9,2329
1437975,hbo,verb,,,פתח,open,135,333
1437976,hbo,subs,,,גֶּשֶׁם,rain,35,986
1437977,hbo,subs,,,צִפֹּור,bird,40,886
1437978,hbo,subs,,ppre,בַּעַד,distance,105,407
1437979,hbo,verb,,,רום,be high,188,251
1437980,hbo,verb,,,גבר,be superior,25,1239
1437981,hbo,verb,,,כסה,cover,152,296
1437982,hbo,subs,,,הַר,mountain,558,91
1437983,hbo,adjv,,,גָּבֹהַּ,high,37,940
1437984,hbo,subs,,,חָרָבָה,dry ground,8,2471
1437985,hbo,verb,,,שׁאר,remain,133,342
1437986,hbo,advb,,focp,אַךְ,only,161,287
1437987,hbo,verb,,,זכר,remember,231,206
1437988,hbo,verb,,,עבר,pass,548,94
1437989,hbo,verb,,,שׁכך,go down,5,3122
1437990,hbo,verb,,,סכר,stop,3,3915
1437991,hbo,verb,,,כלא,restrain,17,1596
1437992,hbo,verb,,,חסר,diminish,24,1286
1437993,hbo,subs,,,קָצֶה,end,92,449
1437994,hbo,nmpr,topo,,אֲרָרַט,Ararat,4,3479
1437995,hbo,adjv,,ordn,עֲשִׂירִי,tenth,29,1134
1437996,hbo,subs,,,חַלֹּון,window,31,1080
1437997,hbo,subs,,,עֹרֵב,raven,10,2230
1437998,hbo,verb,,,יבשׁ,be dry,77,512
1437999,hbo,subs,,,יֹונָה,dove,32,1051
1438000,hbo,verb,,,קלל,be slight,82,482
1438001,hbo,subs,,,מָנֹוחַ,resting place,7,2659
1438002,hbo,subs,,,כַּף,palm,192,246
1438003,hbo,subs,,,רֶגֶל,foot,247,195
1438004,hbo,verb,,,חיל,wait,5,3122
1438005,hbo,subs,,,עֵת,time,297,164
1438006,hbo,subs,,,זַיִת,olive,38,919
1438007,hbo,adjv,,,טָרָף,fresh plucked,2,4540
1438008,hbo,verb,,,יחל,"wait, to hope",41,863
1438009,hbo,adjv,,ordn,רִאשֹׁון,first,182,260
1438010,hbo,verb,,,חרב,be dry,36,960
1438011,hbo,verb,,,סור,turn aside,297,164
1438012,hbo,subs,,,מִכְסֶה,covering,16,1679
1438013,hbo,verb,,quot,דבר,speak,1138,38
1438014,hbo,subs,,,מִשְׁפָּחָה,clan,188,251
1438015,hbo,subs,,,מִזְבֵּחַ,altar,401,130
1438016,hbo,subs,,,עֹלָה,burnt-offering,286,175
1438017,hbo,verb,,,רוח,be spacious,14,1828
1438018,hbo,subs,,,רֵיחַ,scent,58,635
1438019,hbo,subs,,,נִיחֹחַ,smell of appeasement,43,821
1438020,hbo,subs,,,נְעוּרִים,youth,46,776
1438021,hbo,subs,,,קָצִיר,harvest,49,723
1438022,hbo,subs,,,קֹר,cold,1,5715
1438023,hbo,subs,,,חֹם,heat,4,3479
1438024,hbo,subs,,,קַיִץ,summer,20,1454
1438025,hbo,subs,,,חֹרֶף,autumn,6,2866
1438026,hbo,subs,,,מֹורָא,fear,11,2114
1438027,hbo,subs,,,חַת,terror,2,4540
1438028,hbo,subs,,,דָּג,fish,19,1487
1438029,hbo,verb,,,דרשׁ,inquire,164,280
1438030,hbo,verb,,,שׁפך,pour,115,380
1438031,hbo,prps,,,אַתֶּם,you,283,178
1438032,hbo,verb,,,כרת,cut,288,172
1438033,hbo,subs,,,קֶשֶׁת,bow,76,518
1438034,hbo,subs,,,עָנָן,cloud,86,469
1438035,hbo,verb,,,ענן,appear,11,2114
1438036,hbo,nmpr,"pers,gens,topo",,כְּנַעַן,Canaan,93,443
1438037,hbo,verb,,,נפץ,shatter,21,1403
1438038,hbo,subs,,,כֶּרֶם,vineyard,92,449
1438039,hbo,verb,,,שׁתה,drink,217,222
1438040,hbo,subs,,,יַיִן,wine,141,318
1438041,hbo,verb,,,שׁכר,be drunk,18,1543
1438042,hbo,verb,,,גלה,uncover,188,251
1438043,hbo,subs,,,עֶרְוָה,nakedness,54,674
1438044,hbo,subs,,,שִׂמְלָה,mantle,29,1134
1438045,hbo,subs,,,שְׁכֶם,shoulder,22,1353
1438046,hbo,advb,,,אֲחֹרַנִּית,backwards,7,2659
1438047,hbo,verb,,,יקץ,awake,11,2114
1438048,hbo,adjv,,,קָטָן,small,47,761
1438049,hbo,subs,,,עֶבֶד,servant,800,61
1438050,hbo,verb,,,פתה,be spacious,1,5715
1438051,hbo,nmpr,pers,,גֹּמֶר,Gomer,5,3122
1438052,hbo,nmpr,topo,,מָגֹוג,Magog,4,3479
1438053,hbo,nmpr,"pers,gens",,מָדַי,Media,16,1679
1438054,hbo,nmpr,"pers,gens",,יָוָן,Greece,11,2114
1438055,hbo,nmpr,gens,,תֻּבַל,Tubal,8,2471
1438056,hbo,nmpr,gens,,מֶשֶׁךְ,Meshech,9,2329
1438057,hbo,nmpr,"pers,gens",,תִּירָס,Tiras,2,4540
